date_time,ds_stage_ft,ds_q_cfs,us_stage_ft,us_q_cfs
2024-07-17 13:00,0.7695,1.578432217,0.5105,1.529489631
2024-07-17 13:15,0.7735,1.617865118,0.5065,1.48337251
2024-07-17 13:30,0.7655,1.539533598,0.5085,1.506336703
2024-07-17 13:45,0.7695,1.578432217,0.5055,1.471961126
2024-07-17 14:00,0.7705,1.588240302,0.5055,1.471961126
2024-07-17 14:15,0.7635,1.520284231,0.5005,1.41561032
2024-07-17 14:30,0.7655,1.539533598,0.5025,1.438009521
2024-07-17 14:45,0.7825,1.708549406,0.5155,1.588198974
2024-07-17 15:00,0.7855,1.739382604,0.5235,1.684597762
2024-07-17 15:15,0.7905,1.791445873,0.5255,1.70917249
2024-07-17 15:30,0.7945,1.833705062,0.5345,1.82211766
2024-07-17 15:45,0.7785,1.667909581,0.5185,1.623992669
2024-07-17 16:00,0.7725,1.607956732,0.5165,1.600082816
2024-07-17 16:15,0.7515,1.407576662,0.4945,1.349539426
2024-07-17 16:30,0.7635,1.520284231,0.4985,1.393399041
2024-07-17 16:45,0.7585,1.472742639,0.4965,1.371375479
2024-07-17 17:00,0.7595,1.482184547,0.5065,1.48337251
2024-07-17 17:15,0.7735,1.617865118,0.5055,1.471961126
2024-07-17 17:30,0.7765,1.647791208,0.5205,1.648092245
2024-07-17 17:45,0.7835,1.718793455,0.5215,1.660213239
2024-07-17 18:00,0.7805,1.688162259,0.5195,1.63601873
2024-07-17 18:15,0.7835,1.718793455,0.5215,1.660213239
2024-07-17 18:30,0.7725,1.607956732,0.5195,1.63601873
2024-07-17 18:45,0.7855,1.739382604,0.5255,1.70917249
2024-07-17 19:00,0.7845,1.729071181,0.5215,1.660213239
2024-07-17 19:15,0.7905,1.791445873,0.5395,1.886537266
2024-07-17 19:30,0.7955,1.844354547,0.5325,1.796684657
2024-07-17 19:45,0.7885,1.770519255,0.5375,1.860625806
2024-07-17 20:00,0.7975,1.86575528,0.5425,1.925763963
2024-07-17 20:15,0.8035,1.93077298,0.5415,1.912640433
2024-07-17 20:30,0.8045,1.941728394,0.5525,2.059642713
2024-07-17 20:45,0.8045,1.941728394,0.5525,2.059642713
2024-07-17 21:00,0.8015,1.908964342,0.5525,2.059642713
2024-07-17 21:15,0.8075,1.974799243,0.5395,1.886537266
2024-07-17 21:30,0.8045,1.941728394,0.5555,2.1007456
2024-07-17 21:45,0.8115,2.01937184,0.5555,2.1007456
2024-07-17 22:00,0.8105,2.008177405,0.5545,2.086996382
2024-07-17 22:15,0.8135,2.041863393,0.5575,2.128388916
2024-07-17 22:30,0.8195,2.110160887,0.5595,2.156225549
2024-07-17 22:45,0.8245,2.168020523,0.5645,2.226664036
2024-07-17 23:00,0.8175,2.087257767,0.5615,2.184255673
2024-07-17 23:15,0.8175,2.087257767,0.5615,2.184255673
2024-07-17 23:30,0.8245,2.168020523,0.5645,2.226664036
2024-07-17 23:45,0.8175,2.087257767,0.5615,2.184255673
2024-07-18,0.8275,2.203149734,0.5675,2.269508728
2024-07-18 00:15,0.8225,2.144773404,0.5625,2.198343349
2024-07-18 00:30,0.8255,2.179695771,0.5655,2.240897091
2024-07-18 00:45,0.8265,2.191405501,0.5665,2.255178647
2024-07-18 01:00,0.8175,2.087257767,0.5715,2.327314714
2024-07-18 01:15,0.8185,2.09869215,0.5695,2.298314546
2024-07-18 01:30,0.8265,2.191405501,0.5735,2.356509402
2024-07-18 01:45,0.8255,2.179695771,0.5615,2.184255673
2024-07-18 02:00,0.8325,2.26238906,0.5745,2.371179744
2024-07-18 02:15,0.8385,2.33461862,0.5705,2.312790326
2024-07-18 02:30,0.8275,2.203149734,0.5655,2.240897091
2024-07-18 02:45,0.8225,2.144773404,0.5685,2.283887354
2024-07-18 03:00,0.8285,2.214928486,0.5735,2.356509402
2024-07-18 03:15,0.8205,2.121663996,0.5615,2.184255673
2024-07-18 03:30,0.8315,2.250472045,0.5735,2.356509402
2024-07-18 03:45,0.8315,2.250472045,0.5655,2.240897091
2024-07-18 04:00,0.8325,2.26238906,0.5745,2.371179744
2024-07-18 04:15,0.8255,2.179695771,0.5675,2.269508728
2024-07-18 04:30,0.8355,2.298347845,0.5745,2.371179744
2024-07-18 04:45,0.8265,2.191405501,0.5645,2.226664036
2024-07-18 05:00,0.8295,2.226741776,0.5715,2.327314714
2024-07-18 05:15,0.8325,2.26238906,0.5745,2.371179744
2024-07-18 05:30,0.8315,2.250472045,0.5775,2.415483011
2024-07-18 05:45,0.8415,2.371201873,0.5805,2.460225078
2024-07-18 06:00,0.8425,2.383465814,0.5845,2.520564711
2024-07-18 06:15,0.8395,2.346778294,0.5895,2.597089653
2024-07-18 06:30,0.8285,2.214928486,0.5665,2.255178647
2024-07-18 06:45,0.8205,2.121663996,0.5645,2.226664036
2024-07-18 07:00,0.7875,1.760106621,0.5345,1.82211766
2024-07-18 07:15,0.7615,1.501167936,0.5075,1.494831027
2024-07-18 07:30,0.7425,1.326167792,0.4815,1.212161069
2024-07-18 07:45,0.7515,1.407576662,0.4865,1.264066109
2024-07-18 08:00,0.7435,1.335081656,0.4825,1.222449013
2024-07-18 08:15,0.7515,1.407576662,0.4955,1.360434027
2024-07-18 08:30,0.7455,1.353007928,0.4925,1.327890673
2024-07-18 08:45,0.7545,1.435306426,0.4975,1.382363808
2024-07-18 09:00,0.7605,1.491659639,0.5045,1.46059685
2024-07-18 09:15,0.7585,1.472742639,0.4975,1.382363808
2024-07-18 09:30,0.7635,1.520284231,0.4915,1.317136469
2024-07-18 09:45,0.7635,1.520284231,0.4985,1.393399041
2024-07-18 10:00,0.7725,1.607956732,0.5075,1.494831027
2024-07-18 10:15,0.7645,1.52989227,0.4995,1.404481203
2024-07-18 10:30,0.7615,1.501167936,0.5005,1.41561032
2024-07-18 10:45,0.7725,1.607956732,0.5125,1.552831494
2024-07-18 11:00,0.7785,1.667909581,0.5095,1.517889563
2024-07-18 11:15,0.7795,1.678019122,0.5195,1.63601873
2024-07-18 11:30,0.7715,1.5980818,0.5115,1.541136933
2024-07-18 11:45,0.7755,1.637782336,0.5155,1.588198974
2024-07-18 12:00,0.7765,1.647791208,0.5165,1.600082816
2024-07-18 12:15,0.7685,1.568657525,0.5045,1.46059685
2024-07-18 12:30,0.7835,1.718793455,0.5195,1.63601873
2024-07-18 12:45,0.7575,1.463333894,0.5225,1.672381737
2024-07-18 13:00,0.8155,2.064491986,0.5485,2.00551383
2024-07-18 13:15,0.7855,1.739382604,0.5335,1.809377265
2024-07-18 13:30,0.7715,1.5980818,0.5055,1.471961126
2024-07-18 13:45,0.7725,1.607956732,0.5075,1.494831027
2024-07-18 14:00,0.7755,1.637782336,0.5145,1.576362489
2024-07-18 14:15,0.7955,1.844354547,0.5265,1.721531241
2024-07-18 14:30,0.8035,1.93077298,0.5385,1.873557584
2024-07-18 14:45,0.7945,1.833705062,0.5345,1.82211766
2024-07-18 15:00,0.7975,1.86575528,0.5305,1.771442711
2024-07-18 15:15,0.7925,1.812507756,0.5325,1.796684657
2024-07-18 15:30,0.7805,1.688162259,0.5165,1.600082816
2024-07-18 15:45,0.7725,1.607956732,0.5055,1.471961126
2024-07-18 16:00,0.7565,1.453958291,0.4955,1.360434027
2024-07-18 16:15,0.7495,1.389255258,0.4925,1.327890673
2024-07-18 16:30,0.7575,1.463333894,0.4955,1.360434027
2024-07-18 16:45,0.7555,1.444615809,0.4895,1.295768272
2024-07-18 17:00,0.7645,1.52989227,0.4985,1.393399041
2024-07-18 17:15,0.7745,1.627806979,0.5045,1.46059685
2024-07-18 17:30,0.7805,1.688162259,0.5105,1.529489631
2024-07-18 17:45,0.7815,1.698339014,0.5195,1.63601873
2024-07-18 18:00,0.7845,1.729071181,0.5265,1.721531241
2024-07-18 18:15,0.7675,1.558916205,0.5065,1.48337251
2024-07-18 18:30,0.7525,1.416786874,0.4945,1.349539426
2024-07-18 18:45,0.7555,1.444615809,0.4935,1.33869165
2024-07-18 19:00,0.7555,1.444615809,0.4935,1.33869165
2024-07-18 19:15,0.7775,1.657833616,0.5155,1.588198974
2024-07-18 19:30,0.7865,1.749727744,0.5255,1.70917249
2024-07-18 19:45,0.7885,1.770519255,0.5345,1.82211766
2024-07-18 20:00,0.8005,1.898111078,0.5395,1.886537266
2024-07-18 20:15,0.8085,1.985891126,0.5435,1.938935488
2024-07-18 20:30,0.8155,2.064491986,0.5505,2.032481922
2024-07-18 20:45,0.8225,2.144773404,0.5605,2.170216414
2024-07-18 21:00,0.8245,2.168020523,0.5595,2.156225549
2024-07-18 21:15,0.8165,2.075857718,0.5555,2.1007456
2024-07-18 21:30,0.8225,2.144773404,0.5585,2.142283057
2024-07-18 21:45,0.8235,2.15637974,0.5585,2.142283057
2024-07-18 22:00,0.8215,2.133201495,0.5565,2.114543104
2024-07-18 22:15,0.8145,2.05316055,0.5575,2.128388916
2024-07-18 22:30,0.8165,2.075857718,0.5595,2.156225549
2024-07-18 22:45,0.8245,2.168020523,0.5555,2.1007456
2024-07-18 23:00,0.8235,2.15637974,0.5615,2.184255673
2024-07-18 23:15,0.8235,2.15637974,0.5615,2.184255673
2024-07-18 23:30,0.8295,2.226741776,0.5645,2.226664036
2024-07-18 23:45,0.8235,2.15637974,0.5575,2.128388916
2024-07-19,0.8295,2.226741776,0.5675,2.269508728
2024-07-19 00:15,0.8295,2.226741776,0.5645,2.226664036
2024-07-19 00:30,0.8285,2.214928486,0.5705,2.312790326
2024-07-19 00:45,0.8315,2.250472045,0.5665,2.255178647
2024-07-19 01:00,0.8235,2.15637974,0.5655,2.240897091
2024-07-19 01:15,0.8245,2.168020523,0.5655,2.240897091
2024-07-19 01:30,0.8275,2.203149734,0.5765,2.400666527
2024-07-19 01:45,0.8265,2.191405501,0.5755,2.385898779
2024-07-19 02:00,0.8315,2.250472045,0.5765,2.400666527
2024-07-19 02:15,0.8325,2.26238906,0.5725,2.341887733
2024-07-19 02:30,0.8195,2.110160887,0.5575,2.128388916
2024-07-19 02:45,0.8255,2.179695771,0.5625,2.198343349
2024-07-19 03:00,0.8185,2.09869215,0.5565,2.114543104
2024-07-19 03:15,0.8175,2.087257767,0.5585,2.142283057
2024-07-19 03:30,0.8085,1.985891126,0.5505,2.032481922
2024-07-19 03:45,0.8065,1.963741506,0.5445,1.952155031
2024-07-19 04:00,0.7965,1.855037947,0.5315,1.784039813
2024-07-19 04:15,0.7895,1.780965666,0.5325,1.796684657
2024-07-19 04:30,0.7875,1.760106621,0.5295,1.758893326
2024-07-19 04:45,0.7905,1.791445873,0.5365,1.847741907
2024-07-19 05:00,0.7895,1.780965666,0.5355,1.834905867
2024-07-19 05:15,0.7935,1.823089471,0.5315,1.784039813
2024-07-19 05:30,0.7885,1.770519255,0.5305,1.771442711
2024-07-19 05:45,0.7915,1.801959897,0.5255,1.70917249
2024-07-19 06:00,0.7895,1.780965666,0.5315,1.784039813
2024-07-19 06:15,0.7895,1.780965666,0.5315,1.784039813
2024-07-19 06:30,0.7765,1.647791208,0.5175,1.612014039
2024-07-19 06:45,0.7805,1.688162259,0.5225,1.672381737
2024-07-19 07:00,0.7805,1.688162259,0.5265,1.721531241
2024-07-19 07:15,0.7725,1.607956732,0.5145,1.576362489
2024-07-19 07:30,0.7645,1.52989227,0.5105,1.529489631
2024-07-19 07:45,0.7715,1.5980818,0.5105,1.529489631
2024-07-19 08:00,0.7765,1.647791208,0.5225,1.672381737
2024-07-19 08:15,0.7685,1.568657525,0.5075,1.494831027
2024-07-19 08:30,0.7605,1.491659639,0.5035,1.449279657
2024-07-19 08:45,0.7595,1.482184547,0.5025,1.438009521
2024-07-19 09:00,0.7715,1.5980818,0.5035,1.449279657
2024-07-19 09:15,0.7515,1.407576662,0.4945,1.349539426
2024-07-19 09:30,0.7625,1.51070946,0.5055,1.471961126
2024-07-19 09:45,0.7605,1.491659639,0.5065,1.48337251
2024-07-19 10:00,0.7545,1.435306426,0.4945,1.349539426
2024-07-19 10:15,0.7485,1.380144023,0.4955,1.360434027
2024-07-19 10:30,0.7545,1.435306426,0.4975,1.382363808
2024-07-19 10:45,0.7565,1.453958291,0.4965,1.371375479
2024-07-19 11:00,0.7575,1.463333894,0.4975,1.382363808
2024-07-19 11:15,0.7575,1.463333894,0.4935,1.33869165
2024-07-19 11:30,0.7555,1.444615809,0.4875,1.274586848
2024-07-19 11:45,0.7605,1.491659639,0.4885,1.285154227
2024-07-19 12:00,0.7635,1.520284231,0.4975,1.382363808
2024-07-19 12:15,0.7605,1.491659639,0.4935,1.33869165
2024-07-19 12:30,0.7655,1.539533598,0.4945,1.349539426
2024-07-19 12:45,0.7605,1.491659639,0.5015,1.426786417
2024-07-19 13:00,0.7735,1.617865118,0.5085,1.506336703
2024-07-19 13:15,0.8065,1.963741506,0.5375,1.860625806
2024-07-19 13:30,0.8155,2.064491986,0.5435,1.938935488
2024-07-19 13:45,0.8205,2.121663996,0.5605,2.170216414
2024-07-19 14:00,0.8385,2.33461862,0.5605,2.170216414
2024-07-19 14:15,0.8405,2.358972706,0.5715,2.327314714
2024-07-19 14:30,0.8455,2.420466456,0.5765,2.400666527
2024-07-19 14:45,0.8555,2.546069517,0.5905,2.612541565
2024-07-19 15:00,0.8825,2.902739304,0.6365,3.376640348
2024-07-19 15:15,1.1065,6.887471877,0.9035,9.946404056
2024-07-19 15:30,1.2895,11.57468792,0.9075,10.07336032
2024-07-19 15:45,1.2755,11.16876396,0.8645,8.753563915
2024-07-19 16:00,1.2435,10.27075454,0.8525,8.402883826
2024-07-19 16:15,1.2185,9.597871295,0.8705,8.9317815
2024-07-19 16:30,1.2515,10.4913805,0.9055,10.00977456
2024-07-19 16:45,1.2495,10.43598228,0.8485,8.287692721
2024-07-19 17:00,1.2275,9.837222754,0.8125,7.28911341
2024-07-19 17:15,1.1825,8.672758233,0.7885,6.661332044
2024-07-19 17:30,1.1455,7.775374425,0.7695,6.185716974
2024-07-19 17:45,1.1335,7.495866138,0.7645,6.063681708
2024-07-19 18:00,1.1245,7.289921116,0.7505,5.728889392
2024-07-19 18:15,1.1245,7.289921116,0.7515,5.752466165
2024-07-19 18:30,1.1335,7.495866138,0.7635,6.039430627
2024-07-19 18:45,1.0885,6.497551032,0.7185,5.001684098
2024-07-19 19:00,1.0825,6.370349018,0.7115,4.849625379
2024-07-19 19:15,1.0815,6.349283048,0.7185,5.001684098
2024-07-19 19:30,1.0815,6.349283048,0.7215,5.067621035
2024-07-19 19:45,1.0825,6.370349018,0.7295,5.245712449
2024-07-19 20:00,1.0785,6.286315223,0.7235,5.111835609
2024-07-19 20:15,1.0825,6.370349018,0.7315,5.290749512
2024-07-19 20:30,1.0755,6.223692262,0.7325,5.313345259
2024-07-19 20:45,1.0745,6.202894518,0.7315,5.290749512
2024-07-19 21:00,1.0595,5.895513269,0.7085,4.785225251
2024-07-19 21:15,1.0685,6.078911225,0.7185,5.001684098
2024-07-19 21:30,1.0605,5.915738351,0.7165,4.957982575
2024-07-19 21:45,1.0665,6.037889122,0.7215,5.067621035
2024-07-19 22:00,1.0515,5.735082195,0.7135,4.892814631
2024-07-19 22:15,1.0485,5.675547402,0.7165,4.957982575
2024-07-19 22:30,1.0415,5.53795983,0.7085,4.785225251
2024-07-19 22:45,1.0435,5.577081178,0.7075,4.763860812
2024-07-19 23:00,1.0315,5.344621225,0.7025,4.657804929
2024-07-19 23:15,1.0365,5.440818389,0.6965,4.532221646
2024-07-19 23:30,1.0415,5.53795983,0.7015,4.636746903
2024-07-19 23:45,1.0255,5.230428714,0.6955,4.511469455
2024-07-20,1.0235,5.192665673,0.7015,4.636746903
2024-07-20 00:15,1.0215,5.155053016,0.6915,4.428969691
2024-07-20 00:30,1.0165,5.061678588,0.6825,4.246318392
2024-07-20 00:45,1.0135,5.006104046,0.6905,4.408471918
2024-07-20 01:00,1.0135,5.006104046,0.6905,4.408471918
2024-07-20 01:15,0.9995,4.751207804,0.6875,4.34728354
2024-07-20 01:30,1.0005,4.769172003,0.6735,4.067773971
2024-07-20 01:45,0.9905,4.591205242,0.6755,4.107096216
2024-07-20 02:00,0.9965,4.697538739,0.6755,4.107096216
2024-07-20 02:15,0.9895,4.573613059,0.6805,4.206287366
2024-07-20 02:30,0.9815,4.434210849,0.6725,4.048188684
2024-07-20 02:45,0.9765,4.348287743,0.6715,4.028653931
2024-07-20 03:00,0.9835,4.468839057,0.6735,4.067773971
2024-07-20 03:15,0.9805,4.416952266,0.6675,3.951019927
2024-07-20 03:30,0.9715,4.263288074,0.6575,3.760463964
2024-07-20 03:45,0.9735,4.297177245,0.6635,3.874193112
2024-07-20 04:00,0.9735,4.297177245,0.6635,3.874193112
2024-07-20 04:15,0.9625,4.112609938,0.6565,3.741685176
2024-07-20 04:30,0.9525,3.948678957,0.6575,3.760463964
2024-07-20 04:45,0.9565,4.013811499,0.6545,3.704278359
2024-07-20 05:00,0.9545,3.981171999,0.6445,3.520254901
2024-07-20 05:15,0.9455,3.836104942,0.6435,3.502128107
2024-07-20 05:30,0.9375,3.709637388,0.6275,3.218891027
2024-07-20 05:45,0.9415,3.772579814,0.6395,3.430121039
2024-07-20 06:00,0.9365,3.693992715,0.6455,3.538431742
2024-07-20 06:15,0.9335,3.64727669,0.6385,3.41224421
2024-07-20 06:30,0.9395,3.741035824,0.6335,3.323608778
2024-07-20 06:45,0.9355,3.678384384,0.6295,3.253597799
2024-07-20 07:00,0.9185,3.418588259,0.6195,3.082051924
2024-07-20 07:15,0.9075,3.256043423,0.6125,2.96492136
2024-07-20 07:30,0.8655,2.675174626,0.5735,2.356509402
2024-07-20 07:45,0.8505,2.482831323,0.5505,2.032481922
2024-07-20 08:00,0.8475,2.445307744,0.5445,1.952155031
2024-07-20 08:15,0.8415,2.371201873,0.5385,1.873557584
2024-07-20 08:30,0.8375,2.322493666,0.5455,1.965422614
2024-07-20 08:45,0.8355,2.298347845,0.5355,1.834905867
2024-07-20 09:00,0.8445,2.408098087,0.5495,2.0189738
2024-07-20 09:15,0.8395,2.346778294,0.5435,1.938935488
2024-07-20 09:30,0.8415,2.371201873,0.5465,1.97873826
2024-07-20 09:45,0.8405,2.358972706,0.5335,1.809377265
2024-07-20 10:00,0.8325,2.26238906,0.5405,1.899564875
2024-07-20 10:15,0.8415,2.371201873,0.5505,2.032481922
2024-07-20 10:30,0.8385,2.33461862,0.5435,1.938935488
2024-07-20 10:45,0.8455,2.420466456,0.5455,1.965422614
2024-07-20 11:00,0.8365,2.310403414,0.5405,1.899564875
2024-07-20 11:15,0.8305,2.238589623,0.5425,1.925763963
2024-07-20 11:30,0.8355,2.298347845,0.5355,1.834905867
2024-07-20 11:45,0.8445,2.408098087,0.5445,1.952155031
2024-07-20 12:00,0.8395,2.346778294,0.5425,1.925763963
2024-07-20 12:15,0.8395,2.346778294,0.5345,1.82211766
2024-07-20 12:30,0.8395,2.346778294,0.5345,1.82211766
2024-07-20 12:45,0.8465,2.432869669,0.5375,1.860625806
2024-07-20 13:00,0.8535,2.5206693,0.5525,2.059642713
2024-07-20 13:15,0.8465,2.432869669,0.5485,2.00551383
2024-07-20 13:30,0.8535,2.5206693,0.5435,1.938935488
2024-07-20 13:45,0.8445,2.408098087,0.5415,1.912640433
2024-07-20 14:00,0.8375,2.322493666,0.5345,1.82211766
2024-07-20 14:15,0.8425,2.383465814,0.5355,1.834905867
2024-07-20 14:30,0.8415,2.371201873,0.5445,1.952155031
2024-07-20 14:45,0.8295,2.226741776,0.5285,1.746391635
2024-07-20 15:00,0.8245,2.168020523,0.5305,1.771442711
2024-07-20 15:15,0.8265,2.191405501,0.5215,1.660213239
2024-07-20 15:30,0.8295,2.226741776,0.5325,1.796684657
2024-07-20 15:45,0.8265,2.191405501,0.5255,1.70917249
2024-07-20 16:00,0.8215,2.133201495,0.5235,1.684597762
2024-07-20 16:15,0.8205,2.121663996,0.5265,1.721531241
2024-07-20 16:30,0.8145,2.05316055,0.5155,1.588198974
2024-07-20 16:45,0.8135,2.041863393,0.5155,1.588198974
2024-07-20 17:00,0.8115,2.01937184,0.5245,1.696861339
2024-07-20 17:15,0.8035,1.93077298,0.5235,1.684597762
2024-07-20 17:30,0.8055,1.952717896,0.5175,1.612014039
2024-07-20 17:45,0.8245,2.168020523,0.5405,1.899564875
2024-07-20 18:00,0.8135,2.041863393,0.5275,1.733937615
2024-07-20 18:15,0.8275,2.203149734,0.5385,1.873557584
2024-07-20 18:30,0.8115,2.01937184,0.5335,1.809377265
2024-07-20 18:45,0.8215,2.133201495,0.5355,1.834905867
2024-07-20 19:00,0.8215,2.133201495,0.5375,1.860625806
2024-07-20 19:15,0.8455,2.420466456,0.5655,2.240897091
2024-07-20 19:30,0.8495,2.470288554,0.5745,2.371179744
2024-07-20 19:45,0.8555,2.546069517,0.5795,2.445262265
2024-07-20 20:00,0.8445,2.408098087,0.5695,2.298314546
2024-07-20 20:15,0.8535,2.5206693,0.5855,2.535771818
2024-07-20 20:30,0.8525,2.508021678,0.5805,2.460225078
2024-07-20 20:45,0.8655,2.675174626,0.5905,2.612541565
2024-07-20 21:00,0.8785,2.848275226,0.5955,2.690536851
2024-07-20 21:15,0.8625,2.636074344,0.5915,2.628042498
2024-07-20 21:30,0.8615,2.623111224,0.5945,2.67483963
2024-07-20 21:45,0.8755,2.807799073,0.6095,2.915464739
2024-07-20 22:00,0.8865,2.957771075,0.6165,3.031555967
2024-07-20 22:15,0.8795,2.861838083,0.6055,2.850214036
2024-07-20 22:30,0.8785,2.848275226,0.6055,2.850214036
2024-07-20 22:45,0.8945,3.069541939,0.6145,2.998139678
2024-07-20 23:00,0.8895,2.999418091,0.6245,3.167203849
2024-07-20 23:15,0.8975,3.112044262,0.6055,2.850214036
2024-07-20 23:30,0.8995,3.140557755,0.6405,3.448047826
2024-07-20 23:45,0.9215,3.463675115,0.6905,4.408471918
2024-07-21,0.9995,4.751207804,0.7075,4.763860812
2024-07-21 00:15,1.0505,5.715199312,0.7135,4.892814631
2024-07-21 00:30,1.0265,5.249366663,0.6885,4.367628859
2024-07-21 00:45,1.0165,5.061678588,0.6815,4.226277536
2024-07-21 01:00,0.9995,4.751207804,0.6675,3.951019927
2024-07-21 01:15,0.9765,4.348287743,0.6595,3.798172388
2024-07-21 01:30,0.9585,4.046597576,0.6485,3.593262725
2024-07-21 01:45,0.9575,4.030186208,0.6435,3.502128107
2024-07-21 02:00,0.9525,3.948678957,0.6565,3.741685176
2024-07-21 02:15,0.9465,3.852077385,0.6465,3.556658648
2024-07-21 02:30,0.9425,3.78840643,0.6425,3.484051342
2024-07-21 02:45,0.9255,3.524296543,0.6365,3.376640348
2024-07-21 03:00,0.9295,3.585496737,0.6365,3.376640348
2024-07-21 03:15,0.9265,3.539542293,0.6335,3.323608778
2024-07-21 03:30,0.9135,3.344164556,0.6275,3.218891027
2024-07-21 03:45,0.9255,3.524296543,0.6395,3.430121039
2024-07-21 04:00,0.9225,3.478776267,0.6405,3.448047826
2024-07-21 04:15,0.9225,3.478776267,0.6405,3.448047826
2024-07-21 04:30,0.9145,3.358977264,0.6435,3.502128107
2024-07-21 04:45,0.9085,3.270640463,0.6265,3.201612255
2024-07-21 05:00,0.9075,3.256043423,0.6295,3.253597799
2024-07-21 05:15,0.8995,3.140557755,0.6245,3.167203849
2024-07-21 05:30,0.8955,3.08367368,0.6175,3.048338397
2024-07-21 05:45,0.9055,3.226956994,0.6245,3.167203849
2024-07-21 06:00,0.8995,3.140557755,0.6205,3.098983059
2024-07-21 06:15,0.8985,3.126283137,0.6195,3.082051924
2024-07-21 06:30,0.9015,3.169214288,0.6235,3.150074177
2024-07-21 06:45,0.8875,2.971617845,0.6135,2.981505782
2024-07-21 07:00,0.8805,2.87543637,0.6095,2.915464739
2024-07-21 07:15,0.8625,2.636074344,0.5845,2.520564711
2024-07-21 07:30,0.8315,2.250472045,0.5565,2.114543104
2024-07-21 07:45,0.8135,2.041863393,0.5465,1.97873826
2024-07-21 08:00,0.8045,1.941728394,0.5335,1.809377265
2024-07-21 08:15,0.8035,1.93077298,0.5295,1.758893326
2024-07-21 08:30,0.7985,1.876506567,0.5315,1.784039813
2024-07-21 08:45,0.7985,1.876506567,0.5275,1.733937615
2024-07-21 09:00,0.8065,1.963741506,0.5355,1.834905867
2024-07-21 09:15,0.8195,2.110160887,0.5445,1.952155031
2024-07-21 09:30,0.8315,2.250472045,0.5565,2.114543104
2024-07-21 09:45,0.8185,2.09869215,0.5395,1.886537266
2024-07-21 10:00,0.8235,2.15637974,0.5565,2.114543104
2024-07-21 10:15,0.8185,2.09869215,0.5545,2.086996382
2024-07-21 10:30,0.8125,2.030600496,0.5405,1.899564875
2024-07-21 10:45,0.8245,2.168020523,0.5535,2.073295427
2024-07-21 11:00,0.8245,2.168020523,0.5525,2.059642713
2024-07-21 11:15,0.8145,2.05316055,0.5475,1.992101991
2024-07-21 11:30,0.8245,2.168020523,0.5535,2.073295427
2024-07-21 11:45,0.8325,2.26238906,0.5565,2.114543104
2024-07-21 12:00,0.8105,2.008177405,0.5405,1.899564875
2024-07-21 12:15,0.8115,2.01937184,0.5385,1.873557584
2024-07-21 12:30,0.8165,2.075857718,0.5465,1.97873826
2024-07-21 12:45,0.8165,2.075857718,0.5425,1.925763963
2024-07-21 13:00,0.8225,2.144773404,0.5535,2.073295427
2024-07-21 13:15,0.8145,2.05316055,0.5365,1.847741907
2024-07-21 13:30,0.8145,2.05316055,0.5335,1.809377265
2024-07-21 13:45,0.8135,2.041863393,0.5355,1.834905867
2024-07-21 14:00,0.8275,2.203149734,0.5485,2.00551383
2024-07-21 14:15,0.8115,2.01937184,0.5355,1.834905867
2024-07-21 14:30,0.8195,2.110160887,0.5435,1.938935488
2024-07-21 14:45,0.8205,2.121663996,0.5395,1.886537266
2024-07-21 15:00,0.8545,2.533351907,0.5765,2.400666527
2024-07-21 15:15,0.8855,2.943959853,0.6045,2.834024706
2024-07-21 15:30,0.9215,3.463675115,0.6255,3.184383202
2024-07-21 15:45,0.9265,3.539542293,0.6245,3.167203849
2024-07-21 16:00,0.9125,3.329387832,0.6135,2.981505782
2024-07-21 16:15,0.9255,3.524296543,0.6115,2.948386391
2024-07-21 16:30,0.9075,3.256043423,0.6265,3.201612255
2024-07-21 16:45,0.9395,3.741035824,0.6175,3.048338397
2024-07-21 17:00,0.9135,3.344164556,0.6055,2.850214036
2024-07-21 17:15,0.8815,2.889070105,0.5775,2.415483011
2024-07-21 17:30,0.8635,2.649072607,0.5585,2.142283057
2024-07-21 17:45,0.8555,2.546069517,0.5545,2.086996382
2024-07-21 18:00,0.8725,2.767641192,0.5665,2.255178647
2024-07-21 18:15,0.8685,2.714591651,0.5705,2.312790326
2024-07-21 18:30,0.8665,2.688278418,0.5735,2.356509402
2024-07-21 18:45,0.8845,2.930184161,0.5885,2.581686742
2024-07-21 19:00,0.8995,3.140557755,0.6215,3.115963801
2024-07-21 19:15,0.9315,3.616314182,0.6485,3.593262725
2024-07-21 19:30,0.9725,4.28021422,0.6535,3.685650296
2024-07-21 19:45,0.9705,4.246398794,0.6505,3.630067275
2024-07-21 20:00,0.9575,4.030186208,0.6445,3.520254901
2024-07-21 20:15,0.9655,4.162504856,0.6435,3.502128107
2024-07-21 20:30,0.9465,3.852077385,0.6465,3.556658648
2024-07-21 20:45,0.9535,3.964907178,0.6575,3.760463964
2024-07-21 21:00,0.9535,3.964907178,0.6535,3.685650296
2024-07-21 21:15,0.9545,3.981171999,0.6465,3.556658648
2024-07-21 21:30,0.9455,3.836104942,0.6485,3.593262725
2024-07-21 21:45,0.9505,3.916332254,0.6515,3.648544771
2024-07-21 22:00,0.9535,3.964907178,0.6575,3.760463964
2024-07-21 22:15,0.9375,3.709637388,0.6445,3.520254901
2024-07-21 22:30,0.9315,3.616314182,0.6395,3.430121039
